time; movement_id; state
1593.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1595.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1599.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1602.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1604.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1609.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1612.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1614.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1618.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1621.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1623.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
1639.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
1642.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1644.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1648.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1651.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1653.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1658.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1661.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1663.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1667.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1670.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1672.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
1689.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
1692.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1694.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1698.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1701.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1703.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1708.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1711.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1713.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1717.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1720.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1722.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
1740.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
1743.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1745.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1749.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1752.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1754.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1759.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1762.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1764.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1768.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1771.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1773.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
1791.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
1794.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1796.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1801.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1804.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1806.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1811.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1814.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1816.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1821.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1824.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1826.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
1845.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
1848.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1850.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1856.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1859.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1861.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1866.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1869.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1871.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1877.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1880.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1882.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
1902.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
1905.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1907.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1914.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1917.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1919.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1924.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1927.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1929.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1935.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1938.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1940.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
1961.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
1964.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1966.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
1973.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
1976.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1978.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
1983.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
1986.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1988.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
1994.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
1997.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
1999.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2020.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2023.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2025.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2031.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2034.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2036.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2041.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2044.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2046.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2052.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2055.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2057.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2078.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2081.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2083.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2087.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2090.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2092.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2097.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2100.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2102.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2109.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2112.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2114.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2135.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2138.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2140.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2144.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2147.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2149.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2154.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2157.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2159.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2166.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2169.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2171.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2192.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2195.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2197.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2201.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2204.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2206.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2210.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2213.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2215.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2222.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2225.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2227.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2248.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2251.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2253.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2257.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2260.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2262.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2266.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2269.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2271.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2278.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2281.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2283.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2304.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2307.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2309.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2313.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2316.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2318.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2322.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2325.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2327.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2333.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2336.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2338.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2359.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2362.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2364.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2368.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2371.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2373.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2377.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2380.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2382.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2387.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2390.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2392.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2410.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2413.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2415.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2419.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2422.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2424.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2428.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2431.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2433.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2437.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2440.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2442.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2457.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2460.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2462.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2466.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2469.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2471.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2475.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2478.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2480.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2484.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2487.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2489.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2501.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2504.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2506.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2510.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2513.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2515.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2519.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2522.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2524.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2528.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2531.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2533.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2542.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2545.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2547.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2551.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2554.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2556.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2560.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2563.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2565.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2569.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2572.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2574.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2580.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2583.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2585.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2589.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2592.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2594.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2598.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2601.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2603.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2607.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2610.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2612.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2617.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2620.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2622.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2626.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2629.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2631.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2635.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2638.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2640.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2644.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2647.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2649.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2653.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2656.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2658.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2662.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2665.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2667.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2671.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2674.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2676.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
2680.0; intersection/0002/tls; rrrryyrrrrrrrrrryyrrrrrr
2683.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2685.0; intersection/0002/tls; GGGGrrrrrrrrGGGGrrrrrrrr
2689.0; intersection/0002/tls; yyyyrrrrrrrryyyyrrrrrrrr
2692.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2694.0; intersection/0002/tls; rrrrrrrrrrGGrrrrrrrrrrGG
2698.0; intersection/0002/tls; rrrrrrrrrryyrrrrrrrrrryy
2701.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2703.0; intersection/0002/tls; rrrrrrGGGGrrrrrrrrGGGGrr
2707.0; intersection/0002/tls; rrrrrryyyyrrrrrrrryyyyrr
2710.0; intersection/0002/tls; rrrrrrrrrrrrrrrrrrrrrrrr
2712.0; intersection/0002/tls; rrrrGGrrrrrrrrrrGGrrrrrr
